,Label,data,1-hexadecanol,1-monostearin,"1,2,4-benzenetriol","1,5-anhydroglucitol",2-aminoadipic acid,2-hydroxybutanoic acid,2-hydroxyglutaric acid,2-hydroxyvaleric acid,2-ketoadipic acid,2-ketoglucose dimethylacetal NIST,2-oxogluconic acid NIST,3-hydroxybutanoic acid ,3-phosphoglycerate,4-hydroxybenzoate,5'-deoxy-5'-methylthioadenosine,abietic acid,adenine,adenosine,adenosine-5-monophosphate,adipic acid,alanine,alpha ketoglutaric acid,aminomalonate,arabinose,arachidic acid,arachidonic acid,arachidonic acid isomer,arginine + ornithine,asparagine,aspartic acid,azelaic acid,behenic acid,benzoic acid,benzylalcohol,beta-alanine,capric acid,cholesterol,citric acid,citrulline,conduritol-beta-epoxide,creatinine,cysteine,cysteine-glycine,cystine,cytidine-5'-diphosphate,cytidine-5-monophosphate NIST,dehydroascorbate,dihydroabietic acid,dodecanol,elaidic acid,erythronic acid lactone,ethanolamine,FAD,fructose,fucose 1 + rhamnose 2,fumaric acid,gluconic acid,glucose,glucose-6-phosphate,glucuronic acid,glutamic acid,glutamine,glutathione,glyceric acid,glycerol,glycerol-alpha-phosphate,glycerol-beta-phosphate,glycine,glycolic acid,guanine,guanosine,heptadecanoic acid,homoserine,hydroxycarbamate NIST,hydroxylamine,hypoxanthine,icosenoic acid,idonic acid NIST,inosine,inosine 5'-monophosphate,inositol-4-monophosphate,inositol allo-,inositol myo-,inulobiose,isoleucine,isothreonic acid,lactic acid,lauric acid,leucine,levoglucosan,lignoceric acid,linoleic acid,lysine,lyxitol,malate,maltose,maltotriose,mannitol,methanolphosphate,methionine,monopalmitin-1-glyceride,myristic acid,N-acetyl-D-mannosamine,N-acetylaspartate,N-methylalanine,nicotinamide,O-acetylserine,octadecanol,oleic acid,ornithine,oxalic acid,oxoproline,p-hydroquinone,palmitic acid,palmitic acid butyl ester NIST,palmitoleic acid,pantothenic acid,pelargonic acid,pentadecanoic acid,phenylalanine,phosphoethanolamine,phosphogluconic acid,phosphoric acid,phthalic acid,pimaric acid NIST,proline,"propane-1,3-diol NIST",pseudo uridine,putrescine,"pyrazine 2,5-dihydroxy  NIST",pyrogallol,pyrophosphate,pyruvate,ribonic acid,ribose,ribose-5-phosphate,ribulose-5-phosphate,salicylic acid,serine,sorbitol,spermidine,stearic acid,succinic acid,sucrose,taurine,threitol,threonic acid,threonine,tocopherol alpha,tocopherol beta NIST,tocopherol gamma-,trans-4-hydroxyproline,trehalose,tryptophan,tyrosine,uracil,urea,uric acid,uridine,uridine-5'-monophosphate,valine,xanthine
ERp_train_8,POS,data3,-5.027764898,-0.281581561,0.189469407,1.186739445,0.957679601,0.683588659,0.291603322,0.036537614,0.553195909,0.079075545,-1.306632746,1.941836416,0.633655922,-1.068237603,1.266749582,0.494933228,1.25634244,-0.545625603,0.683153316,-1.070638713,-0.65627728,-0.919896554,1.268092979,-1.107088704,-0.81506552,0.791843225,0.898961438,1.099922192,0.255377089,-0.203285491,-0.139638695,-0.213999302,-1.595533882,0.442447243,-0.57430678,-1.060758575,-0.101833391,-0.195765527,1.085575873,-0.43335455,1.337258397,0.421075937,-0.513121441,-0.29732765,-0.513990942,0.685227028,-0.842685877,0.360660588,-0.759382551,-0.101874365,-0.7556194,0.509887319,1.308742674,-0.145488924,0.938273345,-0.129825769,0.020730565,-1.071795621,1.152198249,-1.442018619,0.363166936,0.316782763,-0.052615426,-0.243819471,0.033293071,-0.917768049,-0.055540111,1.038987779,-0.42492824,0.380417684,-0.318979975,-0.175772943,1.73313543,0.014745056,-0.217333992,0.400475796,1.034772984,0.912647514,0.373355482,0.71568093,0.210687931,0.311995938,-2.526344203,-0.700486942,-0.191938623,1.43778203,0.091586507,0.831968606,-0.535315916,1.848606767,-0.482603006,0.321517924,0.398697127,0.705782019,-0.034367522,-1.101218583,-0.612554477,0.092189667,0.470707954,0.094314198,-0.2161015,-1.218704366,0.500199349,-0.357344558,1.016735973,-1.193777736,0.445013693,-0.679621273,0.053510386,0.642129685,0.305092731,0.466008024,-0.241410711,-0.866208572,-2.10759705,-0.854795431,0.795956267,-0.475785411,-0.320320461,0.55992993,1.490654571,-1.403679992,-0.35644268,-0.060647132,-0.766858651,0.281201111,-0.430942823,0.937286268,0.804990049,0.125747093,0.288494213,0.771561594,-0.652384165,1.225399592,-0.880665469,-0.924356823,-0.93120301,-1.262187278,0.321469952,-0.298148102,-0.27597561,-0.647532272,0.670352393,-0.694587688,0.96806459,0.135506922,-0.366104762,-0.056188182,-0.178093281,0.138592509,-0.535134081,0.380724439,-1.62602021,0.176652931,-0.621607816,0.813012963,0.397715637,-0.614465111,0.245966268,0.403579418,0.125003435,0.652082538
ERp_train_9,POS,data3,-0.77409169,0.797408544,0.70020008,0.235324779,-0.718482755,0.94629262,-0.052010229,1.555820733,1.295535564,0.009338992,-0.323440452,0.293823794,0.023953871,0.731587623,0.660475136,-0.365023968,-0.116718887,0.315583233,0.810873172,0.064874133,-0.166055499,0.599664102,-0.525589174,0.276111524,1.097664505,-0.293049534,0.187342093,-0.408468305,0.89674701,-1.245354753,0.200156815,0.68108251,0.733897701,1.153223081,-0.508836257,-0.471719032,-0.101833391,0.695382518,-0.7090521,0.573855992,0.287497944,-1.22131085,-1.644555851,-0.746088801,-0.250104474,-0.362565935,-0.734490894,0.010305263,0.902879476,-0.501662041,0.725492193,0.761828883,0.533705081,-0.401295252,-1.106040157,-0.129825769,-0.810598614,-0.405063115,-0.683636387,-0.434572252,0.363166936,0.45132347,-0.684877238,0.811547133,1.007572386,1.450019104,1.394033928,-0.195191381,0.916938599,-0.912321853,-0.793354566,1.488854928,0.123299768,0.454704433,1.1920994,-0.731850026,0.265023052,-0.958643178,-0.805519143,-0.365325591,0.310361993,-1.405079426,0.557741011,-0.170672496,-0.191938623,0.587752943,-1.431599803,0.632173042,0.017094238,2.672788747,1.206810709,0.400604376,-0.139550767,-0.962913365,0.308443154,0.479413597,0.44544711,-0.677678862,0.799678902,-1.524177163,0.086026866,0.204246504,0.317901041,-1.312924454,0.439170179,-0.885487904,1.465702496,0.649735654,0.209614024,-1.26213687,0.416994704,-0.779145119,0.381966721,0.392759929,1.394778349,-0.9408901,-0.676454233,1.759656625,0.4415135,-0.179225136,0.490195013,0.807033766,0.72473516,-0.130448805,0.350785117,-1.401269244,1.27228886,0.026032128,0.926875654,-0.784792527,0.838638813,0.140906296,-0.700391993,0.021577912,-0.769000501,-0.020681991,-1.185778024,0.537099847,-0.865375724,0.063950306,-0.443714513,0.788905133,-0.366387155,0.811445912,-0.394109664,-0.502122293,-0.866509741,-0.922899488,-0.897744891,-0.469036958,-1.058303136,1.50119369,0.119593588,-0.453815261,-0.358225344,-0.735445778,0.099034789,-0.393208664,-0.612892132,-0.11688049,0.125003435,-0.510030186
ERp_train_10,POS,data3,-0.154407752,-1.241253115,-0.249477509,0.758905003,-0.068000776,0.308267655,0.291603322,-0.145707248,0.038976849,-0.841341068,-0.650305961,-0.178984489,-0.015623313,1.023803452,0.715163953,-0.677978679,0.815775097,-0.318168953,0.201062184,-0.490239052,-1.167635532,-0.134371403,0.479714196,3.018950039,-0.027958784,0.629701573,-2.428143002,1.099922192,0.790297372,0.897280142,0.135015076,0.369160017,-0.23154539,0.008369847,0.6100249,-1.914688114,-1.010398173,-1.264376613,1.166661507,-1.245179977,0.182247305,0.376639644,-0.211542712,-0.746088801,-0.641480358,-0.196782759,-1.297979379,-1.107288564,-0.823813101,3.175364353,-0.939200887,0.076345302,2.094355761,-1.270272981,-0.724808793,0.612704264,-0.942456466,-1.368304747,-0.187749529,-1.261930734,-0.185841386,-1.548459726,1.362376507,-0.998218534,-0.74409884,-0.480435535,-0.309071553,1.038987779,-0.902298778,0.741028204,0.248760214,-0.61683947,0.744118667,0.272818241,-1.101493357,0.561658945,1.034772984,1.20401915,-0.104534053,0.346545227,0.210687931,-0.038202883,-0.714467814,-0.765805614,-0.191938623,1.007354637,0.526364023,0.930830331,-0.408828408,-0.180553028,0.163980977,1.438843751,-0.139550767,1.523005615,1.190853598,-0.359515555,-1.146901416,-0.892691045,-0.368349991,0.467834798,-0.783587698,1.049151093,1.101716766,2.234908865,-0.287945164,0.136063938,-0.171653864,0.205249524,2.323813893,0.138496778,-0.050824883,0.466008024,-0.241410711,-0.271597664,0.003621386,0.865268045,0.647390201,-1.336204595,-0.662414673,-0.179225136,1.490654571,-1.889883514,-0.35644268,-0.72925473,-1.192210242,-0.345703119,-0.826945951,0.624957413,1.256612801,1.358118321,-0.679531595,-0.643106035,-0.226004899,1.415936721,-0.238769892,-1.012006475,-0.93120301,-0.892401147,-0.250902474,-0.733834471,-0.546821129,0.003500675,0.866965083,-0.143146089,2.079311327,0.076725627,-0.237280907,-0.056188182,1.054441514,1.902896348,1.652706123,-0.741547821,-0.347941311,1.046190927,-0.621607816,0.441864285,-0.211955598,-1.040788624,0.551054704,-0.448882766,-0.156868686,-0.931089303
ERp_train_11,POS,data3,0.873777443,0.36396121,-0.069198209,0.097359676,-0.165316942,0.427357467,-0.444030582,0.811693591,0.74508516,-0.841341068,-0.110603437,-0.358387811,0.753218477,0.488221505,0.766583938,-0.792081528,-0.042083615,-0.730301976,-0.805677826,0.262764338,1.884806191,-0.01280892,0.639586259,2.395032264,-0.561543574,0.550464808,0.549222653,0.821812558,0.89674701,-0.514590185,-0.139638695,-0.374365578,-0.402741908,0.377405644,0.300695322,-0.644499481,-1.010398173,0.570162975,1.252166897,-0.799788023,-0.26011689,0.887643014,1.163843697,3.223568713,-2.076837713,-0.293385868,-1.040947131,-0.42172435,-0.259428547,-0.462844622,-2.201328284,0.509887319,-0.018131302,-0.301847102,0.153026943,-0.129825769,0.020730565,-0.560687583,0.67156814,-0.497371813,0.107629097,1.511518479,-1.785248532,0.554616955,-0.238743621,-0.917768049,-0.847402968,1.038987779,0.134579359,-0.541654904,-0.207224729,-0.807721981,1.067293573,1.482675832,-0.131352643,0.090651277,-0.204871345,-0.57892011,-0.104534053,-0.302389818,-0.370500355,-0.820886697,-1.044939403,-0.574886222,-0.191938623,0.704056468,0.776967429,0.214095184,0.296877563,-1.205938264,0.87260215,0.171159752,1.993674218,0.207038546,-0.034367522,-0.738888082,-1.399471922,1.43200141,-0.476155203,1.097207826,1.087091085,-1.013700069,-0.33950414,1.540384216,0.308467754,-0.379167084,-0.357408249,0.238983599,0.355117244,1.11807668,-0.814963935,-0.779145119,-0.107044695,-1.140487329,0.003621386,-0.854795431,-0.191847573,-1.475957189,-2.362879301,0.55992993,-0.874379034,0.437003371,-0.35644268,-0.586653604,-0.926803911,1.465718702,-0.227288293,0.419402077,0.032707601,-0.520154011,-0.378338615,-0.503782922,0.186372181,-0.365911587,-0.481648192,-0.686450829,-1.185778024,-0.127528619,-0.250902474,0.551328692,0.757376163,-1.29160266,0.114131824,-0.196188456,-0.158527594,0.330933781,-0.300847881,0.194015866,0.794947537,1.595421684,1.795693173,-1.053154499,-0.981770863,1.418092199,0.786654762,-0.481802767,0.676038504,-0.025082999,0.452460549,-0.662670015,0.439481289,-0.18849186
ERp_train_12,POS,data3,0.658321551,-0.383839122,-0.189806713,1.001733022,0.210037902,-0.475419674,1.855269984,-0.974632406,0.811391172,-0.841341068,-0.110603437,-1.060052277,-1.498414743,-0.240534459,-0.801901653,-0.311600058,-0.686758812,-0.208133738,0.491096784,-0.234963434,0.68085548,-0.054907035,-0.472572056,-0.545900339,0.329368776,-0.662455095,-0.094120263,-0.120199839,0.677231997,-1.245354753,0.135015076,-0.049985583,-0.130254244,0.243540145,-0.123647955,-0.244417643,0.385220805,-0.561685331,-0.976908981,1.291557695,0.287497944,0.000850442,0.679874011,-0.746088801,-0.955252701,0.331607856,-0.308077289,-1.107288564,1.046016805,0.232543001,1.476410953,-0.056544906,-1.315335436,0.523390229,-1.167759697,-0.422539693,-0.688860448,-0.242740861,-1.042564675,-0.80792891,-0.641381908,0.89425225,1.000069744,0.496738703,-0.36370123,-1.400064893,-0.442294252,-0.195191381,0.08127963,-0.478777078,-1.388191623,1.488854928,0.438729312,0.951705319,0.063808483,-0.984271556,0.20466414,0.465219904,-0.805519143,0.754081956,-0.466538824,-1.405079426,0.557741011,1.961076135,-0.536198127,-0.42143719,0.526364023,-0.081131515,0.158107202,-1.137957548,0.793410422,0.400604376,-0.309058221,-0.378801752,-0.835498379,-0.27767838,-1.012686592,1.876856711,-0.008574848,0.467834798,0.882187059,0.856921386,0.500199349,-0.326790903,0.718922424,-2.217242101,-0.117713929,0.936680096,1.377358199,0.255611687,0.416994704,-0.273812154,-0.548268174,0.571405281,-0.702606542,-0.242507724,-0.34966544,-0.583224042,1.322934547,-0.634843738,-0.44538506,0.516359373,0.72473516,-0.661448858,-0.926803911,0.556728458,-0.567807344,0.209235931,-0.474445997,-0.337156607,-0.603128386,-0.84427385,-0.090451914,-0.702180449,-1.137326677,0.220770367,-0.93120301,2.29398425,-0.558904069,0.334385938,-0.818613228,1.427813499,-1.004386557,1.290441069,0.96806459,0.793210229,1.626660507,-0.056188182,1.615006488,2.246229512,1.652706123,-0.741547821,0.23184342,0.733255052,-0.621607816,-1.393553069,-0.725957732,1.288221243,-0.762184079,0.03120411,0.439481289,1.335046428
ERp_train_13,POS,data3,0.228145899,-1.006127953,1.577833095,0.452822274,0.70357746,1.534730261,0.080891323,0.811693591,-0.353484992,-0.841341068,0.219923165,1.696540838,2.095056904,2.490767703,0.257044926,-0.916491471,-1.089067239,-1.541393806,-2.163582701,1.828700832,0.130546892,-0.054907035,0.268639572,0.016121478,-1.363435515,0.476502113,0.843193909,-0.313496484,-0.039759009,0.336631528,1.775904485,0.68108251,0.849076801,-0.124174027,-0.178333113,0.55395719,-0.540087685,-0.106236139,-0.532853623,0.916483797,0.516631936,-0.154096689,-0.632684549,-1.007823721,2.067918941,-0.641484924,-0.538137497,-1.107288564,-0.353891236,-0.549437392,-1.136583987,0.337799045,0.83367416,0.162379584,0.938273345,0.711025133,0.020730565,-1.251515225,-0.394773027,-0.323711528,0.107629097,-1.308831965,1.000069744,-0.243819471,-0.481351249,0.678553697,-0.179977572,1.038987779,-0.19304947,1.204442195,1.146765755,-1.509612477,0.892529205,-0.402764455,-0.966611963,1.260941756,-0.616337642,0.465219904,0.898449692,-1.691586448,-0.148948628,0.311995938,-0.426711462,-0.516542746,0.415965578,-0.229794875,-0.870055555,-0.842478686,0.64066171,1.486126848,0.793410422,0.788662995,-1.367296865,0.380465889,0.929771365,-0.27767838,0.661216438,-0.377568022,1.094647276,0.976483214,0.593147429,-1.115998724,-0.904090565,-2.48256837,-0.287945164,0.851808999,-1.108790561,-0.751190019,-0.690756143,-0.12477602,0.416994704,1.352288372,0.982180593,0.21911346,0.073056424,-0.693658094,0.394673602,0.05851028,-1.171951083,0.820157304,-3.41305532,0.620626532,-1.976776327,-0.060647132,-0.622785891,1.465718702,-1.474816316,-0.080949782,0.437674922,-0.063544425,1.331640537,-0.417946749,-0.508801229,0.709249748,1.091294089,-0.686450829,-0.019932245,-0.714926962,0.037577664,-0.253605319,-2.491599251,0.003500675,0.574349545,-0.143146089,0.084888571,2.542140544,-0.866509741,-0.322476169,0.621347844,0.529813481,0.862072617,-0.464885856,0.23184342,1.418092199,-0.621607816,1.367799927,1.938392113,0.862417521,0.652064611,-0.448882766,0.807377442,0.080063399
ERp_train_14,POS,data3,0.873777443,0.18564839,1.943918404,0.376991733,0.957679601,0.683588659,0.258541002,1.498032568,0.937184963,-0.841341068,-0.323440452,0.592523404,0.1566564,1.400471979,-1.268406287,-0.753417011,-1.571933348,0.315583233,0.992762229,1.629778542,0.130546892,0.805604147,-0.902155856,-0.290880474,-0.561543574,-2.393163894,-1.048492773,-0.313496484,-1.356132907,0.515385347,1.968453528,1.306777445,0.733897701,0.476473492,-1.020988387,0.922197299,0.385220805,2.002439738,-0.7090521,-0.028058871,-0.877247486,-0.764646074,-0.758097186,-1.726306282,0.616132187,0.068088393,-0.631229579,-0.578199232,0.423033907,-0.869636426,1.411175076,0.509887319,-0.018131302,-0.511340466,-0.083716725,-0.86390346,-0.578529045,-0.204070559,-0.717187767,-0.212229165,-0.431442191,-0.241738127,1.40323004,-0.87391579,-0.114702427,-0.362981654,-0.707300563,-0.195191381,0.253551079,-0.788767031,-0.737090591,-0.706785829,0.323341219,-0.122160093,0.475258713,-0.861540859,0.489447541,0.253232446,-0.397476462,-0.150166839,0.529208292,0.718280732,0.557741011,0.614129513,0.415965578,-0.757042698,-0.683295898,-0.005235412,0.296877563,1.486126848,0.955141983,-1.160918376,-1.223162246,-0.119890007,-0.034367522,-1.146005741,-0.769935833,-1.576037502,1.094647276,-0.153198544,0.690926287,-0.260478419,-0.33950414,-2.382981033,0.439170179,-0.785835965,-0.232951438,-0.143287545,-1.143926927,-0.568858455,1.247534025,0.466008024,1.265412203,0.762801124,-0.185986448,0.78950389,-0.620933123,0.424103449,-0.140792454,-0.40782003,-0.973070148,0.845522929,0.72473516,-0.130448805,-0.205569007,0.045680168,-0.363085763,-0.744723609,0.340223106,-0.564449593,1.621876465,-0.503782922,-0.410321841,0.371622748,-0.092924551,-0.842716924,-0.393190056,0.889979238,-0.250902474,1.001394304,-0.930188802,0.003500675,-1.077569909,0.341062167,0.607489601,1.075371268,0.288538712,0.459760825,1.547380189,1.827786494,1.273378793,0.145618873,-0.424931718,-0.884977567,-0.108048079,-1.589848747,-0.211955598,-0.138422634,-0.566861611,-0.11688049,0.807377442,-0.34550998
ERp_train_15,POS,data3,2.826668505,0.976408766,2.319738916,-1.184402686,0.123081201,-0.475419674,-0.609549075,-0.592313999,1.56427291,-0.841341068,0.219923165,-0.999023593,-0.55562547,0.665841435,-1.412454815,3.811770806,1.112671065,-2.81859735,0.723516754,2.645597324,-0.413876348,0.178338407,-0.631615993,-0.680723153,1.996486185,-1.610273404,-0.769732459,-1.3486257,-1.192588017,-0.363626245,2.347973662,2.770364513,0.487685024,1.153223081,-2.347400289,0.324907722,-1.010398173,-1.673916552,-1.490554314,0.685286511,-0.988006058,-1.262421372,-0.758097186,-1.726306282,-1.757671437,-1.984734817,-0.631229579,4.873429729,2.272722959,-0.6806118,0.31916856,1.063646628,-0.700999082,-0.401295252,0.098435731,-0.86390346,-0.381958349,-1.160267377,0.028827993,-0.560171374,-2.077945851,1.141991863,0.196609441,-0.130675067,0.79805264,-2.68429856,-0.917423787,-1.203304471,1.745193759,-1.295324087,-3.493038854,1.947602833,0.052264953,0.643678646,1.840170997,-1.975667347,4.835160666,-0.253179239,-1.637975848,-0.224055766,-0.574518091,0.023973835,-0.132521077,0.127362523,-0.898628817,-0.229794875,-0.514461962,0.38084913,-0.133461076,3.781468143,2.100074016,-0.421597987,-1.084350007,-0.586575846,-1.204662552,-1.31860229,-0.892793443,-1.206243097,-1.194954789,-1.83736762,0.882187059,1.742104724,0.9693155,-1.283619509,1.493380373,-0.01779373,0.301681236,1.868304814,-0.196363485,-1.666379137,1.069592895,-0.779145119,2.027774917,2.648754515,0.613011222,1.673987114,0.226981461,1.269270665,1.397505265,-1.67350578,-0.243135259,0.516359373,0.72473516,-2.950802666,2.238691488,0.556728458,1.992341609,-2.282553654,1.411215894,-1.211802124,2.73105651,-0.84427385,0.09411039,0.212466457,-0.668296071,-1.012006475,0.700700316,1.643591655,0.653894923,0.820947502,0.558961497,0.788905133,0.469582132,-0.090234008,-1.280806837,0.006762201,0.016651183,-0.61496846,-1.831077926,-0.223400686,-0.724198038,-0.195639672,0.345704054,-2.11834579,-1.454890728,-0.392742663,0.397715637,-0.189471845,0.395651223,-0.662670015,-0.397588632,0.608685077
ERp_train_16,POS,data3,1.396593735,0.36396121,1.904570243,-0.672773227,-0.874346881,0.427357467,-0.373892452,1.555820733,1.491929684,-0.841341068,-0.323440452,0.017422122,-0.434043367,0.488221505,-0.801901653,0.005254708,-1.015176032,-1.75695859,-1.714751049,1.756582169,-0.413876348,0.374716567,-0.41666512,-0.038448884,1.591894101,-0.218222464,-0.597244717,-0.780680997,-2.63458422,-1.245354753,1.125177123,2.770364513,1.245502425,1.279297486,-0.57430678,0.267548525,-0.540087685,-2.142000043,-1.153195643,-0.028058871,-1.494592692,-2.225549343,-0.40385371,-1.726306282,-0.181686797,-2.013435198,-0.308077289,0.541448845,1.334316814,-0.339662402,0.861054066,1.433146017,-0.700999082,0.162379584,-0.851481307,-1.549652454,-0.054630743,-0.306275581,-0.826109204,-0.434572252,-0.829554627,0.383014736,-0.733197777,-1.118976478,1.698797435,0.262829528,-0.055540111,-1.203304471,1.385528239,-0.665575605,-0.493877403,1.594980011,-0.373290578,1.996262401,1.60454667,-0.055014975,-0.557107948,0.016348801,-0.397476462,-0.761141143,-0.887781443,0.141989045,0.21957832,-0.129625089,-1.687424924,-0.037255462,-1.255805867,0.214095184,-0.133461076,3.062963154,1.809047023,0.03383834,-0.631723989,-0.907451728,-1.015204843,-0.828390834,-0.219108971,-0.161881023,-0.813260817,-1.979910511,0.980581083,1.134812228,1.49034368,0.713191675,0.044323416,-0.885487904,0.348171126,1.42723686,1.06697979,-1.666379137,1.069592895,-0.779145119,1.627970224,1.777591065,0.210708858,-0.089657325,-0.453366891,2.360503423,0.4415135,-1.050618298,0.176744994,0.333781516,-0.35644268,-0.060647132,1.576196973,-0.919110499,1.738258648,-0.848729542,1.181581059,-1.382609385,2.284007382,-1.569554345,-0.53300882,-0.102352928,-0.400547148,-0.273765159,-0.508011218,0.710288472,0.037577664,0.775532591,-0.333252966,0.788905133,0.114131824,1.024016462,-0.815024348,0.330933781,-1.392741665,-0.922899488,1.615006488,1.902896348,2.179418074,-0.195639672,0.041096312,-0.670123656,-1.454890728,-0.004140328,0.676038504,0.635008288,-1.07287886,-0.448882766,0.125003435,-0.046936974
ERp_train_17,POS,data3,0.873777443,-0.281581561,0.310226809,1.388079404,0.755730444,-0.569175663,-0.843433161,0.418172433,1.073789909,-0.841341068,-0.110603437,1.360173403,2.095056904,0.307333085,-1.137854986,-0.753417011,-0.404825285,1.164914386,0.683153316,1.696058834,-0.166055499,0.997273107,-0.747467959,-0.099668133,-0.389629191,0.406727058,0.658942189,-0.120199839,-1.899904854,0.515385347,1.968453528,1.629561273,0.733897701,0.339722892,-0.178333113,-0.532028242,-0.101833391,1.525066204,0.14503778,-0.192351355,0.182247305,-0.393206249,-0.915845173,-1.007823721,1.097159243,0.210841054,-0.416254024,-0.950310982,0.834768736,0.022384524,-0.579637583,-2.411346928,0.563910186,-0.565441727,0.877802853,0.989931679,-0.129571826,0.617414412,-0.303753515,-0.323711528,-0.829554627,-2.334719759,2.286674634,1.404779026,1.257929304,-0.112687046,-0.179977572,-1.203304471,1.024976512,0.326985725,0.354407089,-0.07929128,0.194732902,0.272818241,-0.294686734,1.092997333,0.375722833,0.253232446,0.898449692,0.061033029,0.310361993,0.718280732,0.557741011,-0.574886222,1.039228228,0.3293033,-1.51568865,-0.665624449,-2.317191323,0.009908904,1.029975693,-0.821074994,0.214406,0.152354702,0.195618295,-0.523823244,-0.333315466,0.739015337,1.499053405,-0.489377596,0.980581083,-0.260478419,0.317901041,-0.636944369,-1.502506504,0.687613939,-0.357408249,0.142412297,-0.384283684,-1.551175163,1.647183011,1.352288372,0.086516364,0.049646659,-0.327917097,-0.776991451,0.394673602,0.826798478,0.108442207,0.30698428,0.31955278,-1.331718567,0.72473516,-0.661448858,-0.622785891,-0.724490144,-0.430942823,1.335363981,-0.134270386,1.610786141,0.288494213,-1.306218749,-0.700391993,1.097964476,0.158708551,0.16386868,-0.63365101,0.024891185,1.02477336,0.424610166,0.190902738,0.352499816,3.264605223,-0.090234008,0.785783828,0.958321617,1.403166984,1.35460647,-1.511809747,-0.908349205,-0.987298127,-1.18071502,0.041096312,0.00228794,0.119715875,-0.566231519,1.372134289,-0.24220916,-1.132252859,-0.990994852,0.125003435,-1.060615051
ERp_train_18,POS,data3,-1.63142987,-0.081424457,0.161180274,-0.49879384,0.355330228,1.073260186,0.91186671,0.32870966,0.038976849,-0.841341068,-0.110603437,-0.411147348,0.513021072,-0.478218784,-0.428771984,2.233496642,0.67472322,1.335878327,-0.986356626,0.55168636,0.68085548,0.545382188,0.208970637,-0.680723153,-0.478580301,1.642222717,1.146521798,0.821812558,0.453075121,-0.675258583,1.250006249,1.465834827,0.368193456,0.179525365,1.545408253,-0.532028242,-1.010398173,0.570162975,0.417036472,-0.192351355,0.516631936,-0.393206249,-0.915845173,-0.669464777,1.097159243,-0.13287496,-0.454617037,2.326198953,0.557048837,-0.922316547,-1.420073811,0.509887319,0.933614725,-1.316586285,-0.393594116,-0.033951031,-0.479027283,-2.54610635,-1.091310503,-0.560171374,1.237395621,-1.339700488,0.782700279,-0.303457981,-0.74409884,-0.480435535,0.346240863,-0.195191381,-0.19304947,1.148989262,1.924758523,-0.706785829,1.023595681,0.207682995,0.063808483,1.092997333,-1.563500706,1.065939454,0.646365898,-0.974428711,0.095211762,-1.115957052,-0.426711462,1.374938083,2.13066195,0.388171965,-1.583129736,-0.288435419,0.017094238,-0.558909102,0.955141983,0.47949657,0.596141702,-0.638618369,0.673942218,0.436287529,0.528093914,0.008531348,0.047255012,0.672190127,0.690926287,-0.633336624,-0.101110445,-0.606882687,0.044323416,2.393358107,0.301681236,0.493683294,-1.444466852,-0.01957246,0.86523776,0.466008024,-0.466322056,-0.11466792,0.992123171,-1.182200297,-1.089026226,0.298927711,-0.748043709,0.820157304,0.490195013,0.732695397,0.72473516,-0.2720306,1.641716308,-1.082229927,0.198221005,0.313405281,0.209822085,0.125747093,0.004684613,0.102267172,-0.321325758,1.097964476,-0.481648192,-0.545692124,-0.63365101,-0.127528619,0.321469952,1.102046693,0.190902738,0.352499816,1.468158798,-0.493937371,0.084888571,0.006762201,-0.743285864,0.723556861,-1.364863092,-0.773978469,-1.021519581,0.797380763,0.421597495,-2.485482587,0.333722762,0.813012963,-0.211955598,-1.040788624,0.187436991,-0.990994852,0.439481289,-0.703124234
